categoryId,productId,productName,price,colourCode,colour,description,productFamily,productSubfamily,section,lowOnStock,url,currency,image
384365432,384357937,CROSS STRAP LEATHER SANDALS,77.4,700,Brown,Leather sandals. Thin straps at front. Buckled ankle strap closure.Heel height: 3 inches (7.5 cm),SANDALIA,Z1W:ABIERTO TAC,WOMAN,False,https://www.zara.com/us/en/cross-strap-leather-sandals-p11338410.html?v1=384365432&v2=2419285,USD,"['https://static.zara.net/assets/public/4bba/1fb7/e32f4f17af7b/a65feff1892a/11338410700-e2/11338410700-e2.jpg', 'https://static.zara.net/assets/public/6a0b/3c83/220744f08320/df9787dfadab/11338410700-e1/11338410700-e1.jpg', 'https://static.zara.net/assets/public/11cd/8629/ec324b089317/7ff9a25c4b4f/11338410700-e5/11338410700-e5.jpg', 'https://static.zara.net/assets/public/b87f/ba19/168d40c68cda/41f5ca5e25ce/11338410700-e3/11338410700-e3.jpg', 'https://static.zara.net/assets/public/5b95/4528/46f841b9895e/45f36e20cab1/11338410700-e4/11338410700-e4.jpg', 'https://static.zara.net/assets/public/d906/e4c7/0910419c888d/3783156eb15b/11338410700-p/11338410700-p.jpg']"
417930156,395377839,LTHR BCKL BTS 13,199.5,022,Burgundy Red,Flat leather knee high boots. Buckle detail at shaft. Zip closure. Squared toe.Shaft height: 1.8 inches (4.5 cm),BOTA PLANA,Z1: SP SHOE COL,WOMAN,False,https://www.zara.com/us/en/lthr-bckl-bts-13-p14005410.html?v1=417930156&v2=2419285,USD,"['https://static.zara.net/assets/public/f02d/4087/9a6f414dafe7/6c6b41ebd861/14005410022-e4/14005410022-e4.jpg', 'https://static.zara.net/assets/public/193e/1c0a/e91a4153a233/02db65d9561d/14005410022-a2/14005410022-a2.jpg', 'https://static.zara.net/assets/public/4ac6/4890/d78a42cbb251/c196e93f764c/14005410022-e1/14005410022-e1.jpg', 'https://static.zara.net/assets/public/5166/41e8/b1e646e39808/e334a543f1c5/14005410022-p/14005410022-p.jpg', 'https://static.zara.net/assets/public/4b4a/6db3/761248e1beac/41efa03bb2c7/14005410022-e3/14005410022-e3.jpg', 'https://static.zara.net/assets/public/c9ba/a699/28544ea7adf1/91bab1e5344d/14005410022-e2/14005410022-e2.jpg', 'https://static.zara.net/assets/public/e905/145e/d96b47d6adcb/f4f90720ab65/14005410022-a1/14005410022-a1.jpg']"
416455050,395549674,LTHR BCKL BTS 13,199.5,800,Black,Flat leather knee high boots. Buckle detail at shaft. Zip closure. Squared toe.Sole height: 1.8 inches (4.5 cm),BOTA PLANA,Z1: SP SHOE COL,WOMAN,False,https://www.zara.com/us/en/lthr-bckl-bts-13-p14004410.html?v1=416455050&v2=2419285,USD,"['https://static.zara.net/assets/public/ba44/44b1/265c4c8e8dba/b7d7bccfc531/14004410800-e3/14004410800-e3.jpg', 'https://static.zara.net/assets/public/de5c/819b/ffe343089c56/2ad8b95e1c5e/14004410800-e2/14004410800-e2.jpg', 'https://static.zara.net/assets/public/38d0/675a/bec0483ab5ff/ef7b4758a3ba/14004410800-a1/14004410800-a1.jpg', 'https://static.zara.net/assets/public/3bdd/e5d7/691a4b32b2a9/87625a7693ef/14004410800-e1/14004410800-e1.jpg', 'https://static.zara.net/assets/public/ca7e/cf56/fc5948a49ba5/0d74557e115a/14004410800-p/14004410800-p.jpg', 'https://static.zara.net/assets/public/17cf/b53f/a4e0476fbe9d/2d5d1fe11bc9/14004410800-a2/14004410800-a2.jpg', 'https://static.zara.net/assets/public/8017/6ebd/a45f4a6f9192/b9a5c4fb9199/14004410800-e4/14004410800-e4.jpg']"
381249013,381243499,RHINESTONE SLING BACK HEELS,48.93,098,Beige,Slingback heels. Rhinestone details at upper. Adjustable back strap. Pointed toe.Heel height: 3 inches (7.5 cm),ZAPATO TACON,Z1B:ZAPATO TACO,WOMAN,False,https://www.zara.com/us/en/rhinestone-sling-back-heels-p12254410.html?v1=381249013&v2=2419285,USD,"['https://static.zara.net/assets/public/b65a/f96a/84aa446d8bad/e3d0d9a93cff/12254410098-e4/12254410098-e4.jpg', 'https://static.zara.net/assets/public/8803/f965/e59842dea5a9/c7178dd65a93/12254410098-e2/12254410098-e2.jpg', 'https://static.zara.net/assets/public/8651/65ff/bccc415989fd/05d80a031d54/12254410098-e1/12254410098-e1.jpg', 'https://static.zara.net/assets/public/e397/4241/0de347c68514/f215b86ad511/12254410098-a1/12254410098-a1.jpg', 'https://static.zara.net/assets/public/9127/ff9e/f67346b89262/5ea4c15e784b/12254410098-e5/12254410098-e5.jpg', 'https://static.zara.net/assets/public/fc9d/e940/18ae4542946e/67ba1d034174/12254410098-p/12254410098-p.jpg', 'https://static.zara.net/assets/public/85aa/a5c2/79164de49567/6e68e06a1763/12254410098-e3/12254410098-e3.jpg']"
364096390,364093333,LEATHER SANDALS WITH STRAPS,41.94,600,Red,Leather sandals. Thin straps at front. Rings at sides. Back strap. Squared toe.Heel height: 2.2 inches (5.5 cm),SANDALIA,Z1W:ABIERTO TAC,WOMAN,False,https://www.zara.com/us/en/leather-sandals-with-straps-p11305410.html?v1=364096390&v2=2419285,USD,"['https://static.zara.net/assets/public/7f50/e184/aef949a395c8/3ae0c2b97fc0/11305410600-a1/11305410600-a1.jpg', 'https://static.zara.net/assets/public/3ffd/2776/4e4641e98f1d/a67e65cf59ed/11305410600-e2/11305410600-e2.jpg', 'https://static.zara.net/photos///2024/I/1/1/p/1305/410/600/2/1305410600_16_1_1/w/563/poster.jpg', 'https://static.zara.net/assets/public/8963/6589/8bff4d05ac02/385af135db4e/11305410600-a2/11305410600-a2.jpg', 'https://static.zara.net/assets/public/49a5/b420/e04941409c4a/f5135d4b49da/11305410600-e4/11305410600-e4.jpg', 'https://static.zara.net/assets/public/3d43/c827/afca4006b368/626053bbed5f/11305410600-e5/11305410600-e5.jpg', 'https://static.zara.net/assets/public/d513/253f/115044168132/bb052e7291fe/11305410600-a3/11305410600-a3.jpg', 'https://static.zara.net/assets/public/8ef4/1ec6/75b14273aa35/7a5f65ddea59/11305410600-e1/11305410600-e1.jpg', 'https://static.zara.net/assets/public/bad1/73af/377348959f72/d81794e84880/11305410600-e3/11305410600-e3.jpg', 'https://static.zara.net/assets/public/0750/4d31/fbf54c95b8ac/cda9b977564b/11305410600-p/11305410600-p.jpg', 'https://static.zara.net/photos///2024/I/1/1/p/1305/410/600/2/1305410600_16_1_1/w/375/poster.jpg']"
419543343,391629377,RHINESTONE HEELED ANKLE BOOTS,90.3,808,Silver,Ankle boots with metallic appliqués at upper. Thin heel and wide shaft. Rounded toe.Shaft height: 2 inches (5 cm),BOTIN TACON,Z1W:BOTIN,WOMAN,False,https://www.zara.com/us/en/rhinestone-heeled-ankle-boots-p11144410.html?v1=419543343&v2=2419285,USD,"['https://static.zara.net/assets/public/ecf6/398a/faae4230becc/ea91c7f972b6/11144410808-016-a3/11144410808-016-a3.jpg', 'https://static.zara.net/assets/public/05b2/702c/9555464892f6/ffb0d340035a/11144410808-e3/11144410808-e3.jpg', 'https://static.zara.net/assets/public/ccd4/cc5a/82af471c8c82/ef2e301c6ea9/11144410808-e2/11144410808-e2.jpg', 'https://static.zara.net/assets/public/9b04/acd4/f6254a35ba81/c44c3f3cce63/11144410808-016-p/11144410808-016-p.jpg', 'https://static.zara.net/assets/public/fb97/a936/51e14b6da067/f473e3889d5b/11144410808-a2/11144410808-a2.jpg', 'https://static.zara.net/assets/public/8693/ffa9/3eff42f886be/d1f9531e20c3/11144410808-e1/11144410808-e1.jpg', 'https://static.zara.net/assets/public/ee74/3849/00c34703bf3e/e80f82091f41/11144410808-e4/11144410808-e4.jpg', 'https://static.zara.net/assets/public/4fbd/be9a/7cd44909aa04/876a5236a311/11144410808-016-a4/11144410808-016-a4.jpg', 'https://static.zara.net/assets/public/84aa/f001/6f954e4fa402/26fd270fd54c/11144410808-e5/11144410808-e5.jpg', 'https://static.zara.net/assets/public/0d07/6d2e/9df843238f00/351a8c53a6aa/11144410808-a1/11144410808-a1.jpg']"
364092538,364091048,ESPADRILLES,29.95,002,Off White,Espadrille type flat shoe in mesh fabric with crochet effect details all over the upper.Sole height: 0.8 inches (2 cm),ZAPATO PLANO,Z1W:ZAPATO PLAN,WOMAN,False,https://www.zara.com/us/en/espadrilles-p11566310.html?v1=364092538&v2=2419285,USD,"['https://static.zara.net/assets/public/5060/5c1e/b8a249898ec1/46a7fb676851/11566310002-e5/11566310002-e5.jpg', 'https://static.zara.net/assets/public/2001/fbfc/89fa47418112/5f3ebbd3bf8f/11566310002-e3/11566310002-e3.jpg', 'https://static.zara.net/assets/public/c6ca/1754/fb464616bafb/8949ff3a9549/11566310002-a1/11566310002-a1.jpg', 'https://static.zara.net/assets/public/2a74/1935/6c2c428eb2b7/0b95e0fa0cd7/11566310002-e1/11566310002-e1.jpg', 'https://static.zara.net/assets/public/70aa/cfd1/683446d09633/14a35c5258f4/11566310002-p/11566310002-p.jpg', 'https://static.zara.net/assets/public/2f86/c54a/ad334bc089b6/2ff0c9fa9153/11566310002-e2/11566310002-e2.jpg', 'https://static.zara.net/assets/public/78c6/c4ab/d37b49458962/949e21847e1e/11566310002-e4/11566310002-e4.jpg']"
364959066,364955019,HEELED SANDALS WITH BUCKLE,29.94,500,Green,Stiletto heel sandals. Adjustable buckle detail at front with toe post. Rounded toe.Heel height: 2.6 inches (6.5 cm),SANDALIA,Z1T:ABIERTO TAC,WOMAN,True,https://www.zara.com/us/en/heeled-sandals-with-buckle-p13356410.html?v1=364959066&v2=2419285,USD,"['https://static.zara.net/assets/public/7843/70c7/5a56497098f2/7fa395e27230/13356410500-a1/13356410500-a1.jpg', 'https://static.zara.net/assets/public/6627/38e5/2a7247cfb985/4af3f75f03b3/13356410500-p/13356410500-p.jpg', 'https://static.zara.net/assets/public/8d3c/8630/64fd43a598a7/8bf634a347b7/13356410500-e5/13356410500-e5.jpg', 'https://static.zara.net/assets/public/e1be/9991/7e57458dae03/671027709a54/13356410500-e4/13356410500-e4.jpg', 'https://static.zara.net/assets/public/21a9/fc20/213041669784/655537c8cd63/13356410500-e1/13356410500-e1.jpg', 'https://static.zara.net/assets/public/0acf/fe6e/59d6437ead53/7881a3b01f9c/13356410500-e3/13356410500-e3.jpg', 'https://static.zara.net/assets/public/2f77/faa4/53564cada79b/601cd943cd2e/13356410500-e2/13356410500-e2.jpg']"
364092525,364090946,LEATHER OPEN BACK ESPADRILLES,34.95,001,White,Leather espadrilles. Topstitching around welt.Sole height: 0.4 inches (1 cm),ZAPATO PLANO,Z1W:ZAPATO PLAN,WOMAN,False,https://www.zara.com/us/en/leather-open-back-espadrilles-p11505410.html?v1=364092525&v2=2419285,USD,"['https://static.zara.net/assets/public/216f/3fad/d0d14f56bb5a/eff3bb3b576f/11505410001-e3/11505410001-e3.jpg', 'https://static.zara.net/assets/public/537b/de31/8e284e3493b4/fc37f9aadff1/11505410001-e2/11505410001-e2.jpg', 'https://static.zara.net/assets/public/570e/2450/d5b1436bab46/5c1e215e322a/11505410001-e4/11505410001-e4.jpg', 'https://static.zara.net/assets/public/71b6/4720/0de847b4b721/4a535596fd04/11505410001-p/11505410001-p.jpg', 'https://static.zara.net/assets/public/739b/4a9c/740f43a6bdf1/65444383f2ff/11505410001-e5/11505410001-e5.jpg', 'https://static.zara.net/assets/public/0fbb/8687/e3d04947a773/2d02d54238e0/11505410001-e1/11505410001-e1.jpg', 'https://static.zara.net/assets/public/606a/a7c6/54314576924b/8a56d1b3e42e/11505410001-a1/11505410001-a1.jpg']"
406104648,380732168,QUILTED EFFECT PLATFORM ANKLE BOOTS,41.94,195,Color:Leopard,Flat ankle boots. Quilted effect. Platform sole. Rounded toe. Back pull tab.Sole height: 2 inches (5 cm),DEPORTIVO BOTIN,Z1B:DEPORTIVO,WOMAN,False,https://www.zara.com/us/en/quilted-effect-platform-ankle-boots-p15605410.html?v1=406104648&v2=2419285,USD,"['https://static.zara.net/photos///2024/I/1/1/p/5606/410/195/2/5606410195_16_1_1/w/563/poster.jpg', 'https://static.zara.net/assets/public/9a86/0e9e/13a444449d43/eacb5c5d23f0/15606410195-e1/15606410195-e1.jpg', 'https://static.zara.net/assets/public/4c51/d93b/7dbc4da0a831/fec2485a583e/15606410195-e3/15606410195-e3.jpg', 'https://static.zara.net/assets/public/97b7/2b80/05e2457cae03/d4977a8c388c/15606410195-e4/15606410195-e4.jpg', 'https://static.zara.net/assets/public/b639/b323/7387475d9968/66e8bc27d6ab/15606410195-e5/15606410195-e5.jpg', 'https://static.zara.net/assets/public/4039/026c/bde047cd86db/4adc47f38ea8/15606410195-e2/15606410195-e2.jpg', 'https://static.zara.net/assets/public/f9bf/8ec8/de9548f099e4/064842ff67fa/15606410195-p/15606410195-p.jpg', 'https://static.zara.net/assets/public/24bc/96b7/f7cd49588fd6/0573840f26d5/15606410195-a1/15606410195-a1.jpg', 'https://static.zara.net/photos///2024/I/1/1/p/5606/410/195/2/5606410195_16_1_1/w/375/poster.jpg']"
